id,num,name,address,latitude,longitude,stands,maxstands
1,126,126_AVENIDA REINA MERCEDES,AVENIDA REINA MERCEDES - Aprox. Facultad de Informática,37.3581648588394,-5.98648270871318,25,25
2,73,073_PLAZA SAN AGUSTIN,PLAZA SAN AGUSTIN - Aprox. C/ Concepción,37.3895138623143,-5.98436278954562,15,15
3,96,096_CALLE BETIS,CALLE BETIS - Aprox. C/ Juan de Lugo,37.3835407311529,-5.99991072282225,19,19
4,256,256_MIGUEL MONTORO,Esquina Calle Pero Mingo,37.3861004967786,-5.9100909196767,29,29
5,82,082_CALLE LUIS MONTOTO,CALLE LUIS MONTOTO - Aprox. C/ Maese Farfán,37.3870984770164,-5.97484314721458,17,17
6,226,226_AVENIDA DOCTOR EMILIO LEMOS,AVENIDA DOCTOR EMILIO LEMOS - Aprox. C/ de Birmania,37.4028628717453,-5.92175367632774,15,15
7,103,103_AVENIDA EDUARDO DATO,AVENIDA EDUARDO DATO - Aprox. C/ San Bernardo,37.3844324634786,-5.98273817337138,20,20
8,16,016_CALLE DE MANUEL VILLALOBOS,CALLE DE MANUEL VILLALOBOS - Aprox. C/ Sor Francisca Dorotea,37.4070507994511,-5.98243050581938,20,20
9,209,209_AVENIDA ALEMANIA,AVENIDA ALEMANIA - Aprox. Glorieta Chekia,37.3453173116431,-5.98265615036839,15,15
10,26,026_AVENIDA DE MIRAFLORES,AVENIDA DE MIRAFLORES - Aprox. C/ Manuel Ródenas,37.4024945374132,-5.97767816602457,17,17
11,221,221_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Hotel Sevilla Congresos,37.4056085629786,-5.93052400216402,15,15
12,128,128_VIRGEN DE LORETO,Virgen de Loreto - Aprox. C/ Arcos,37.3764534250525,-6.00063223155936,18,18
13,9,009_CAMINO DE LOS DESCUBRIMIENTOS,CAMINO DE LOS DESCUBRIMIENTOS - Aprox. C/ Albert Einstein,37.4033245311028,-6.00402025891258,20,20
14,77,077_PLAZA CHAPINA,PLAZA CHAPINA - Aprox. Hotel Abba Triana,37.3896294751232,-6.00758126354094,20,20
15,87,087_PLAZA NUEVA,PLAZA NUEVA - Aprox. C/ Tetuan,37.3889664769747,-5.99529422003855,40,40
16,36,036_CALLE SAN VICENTE,CALLE SAN VICENTE - Aprox. C/ Guadalquivir,37.400500521881,-5.9984032375813,20,20
17,220,220_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Centro Comercial Zona Este,37.4051895618527,-5.9357800206164,30,30
18,154,154_AVENIDA KANSAS CITY,AVENIDA KANSAS CITY - Aprox. C/ Naranjito de Triana,37.3948365102463,-5.96842612917054,20,20
19,24,024_CALLE LEÓN XIII,CALLE LEÓN XIII - Aprox. C/ Fray Isidoro de Sevilla,37.4040355410348,-5.98459219116038,15,15
20,195,195_CALLE CORRAL DEL AGUA,CALLE CORRAL DEL AGUA - Aprox. Camino de los toros,37.4217156162842,-5.97164815591452,20,20
21,169,169_AVENIDA RAMÓN Y CAJAL,AVENIDA RAMÓN Y CAJAL - Aprox. C/ Villegas Marmolejo,37.3765014355216,-5.97266713346291,20,20
22,211,211_AVENIDA DE ALEMANIA,AVENIDA DE ALEMANIA - Aprox. Glorieta de Letonia,37.3462023107095,-5.97620012853706,15,15
23,125,125_AVENIDA SAN FRANCISCO JAVIER,AVENIDA SAN FRANCISCO JAVIER - Aprox. Avda De Ramón y Cajal,37.3774064383128,-5.97490014181884,15,15
24,148,148_CALLE THARSIS,CALLE THARSIS - Aprox. C/ Aorno,37.3987676756727,-5.9731823959266,20,20
25,122,122_CALLE ENRAMADILLA,CALLE ENRAMADILLA - Aprox. C/ Balbino Marrón,37.378484441333,-5.97838915468113,20,20
26,192,192_AVENIDA DE ALVAR NUÑEZ,AVENIDA DE ALVAR NUÑEZ - Aprox. C/ Collante,37.3783344285566,-6.0115562709904,19,19
27,101,101_PRADO DE SAN SEBASTIAN,PRADO DE SAN SEBASTIAN - Estación de autobuses,37.3811156818535,-5.98694975127945,40,40
28,246,246_PUERTO DE LOS AZORES,PUERTO DE LOS AZORES - Aprox. C/ Paulo Orosio,37.3761390624557,-5.95501731701433,15,15
29,173,173_RONDA TAMARGUILLO,RONDA TAMARGUILLO - Aprox. Avda de la Paz,37.370048411459,-5.9680641135838,20,20
30,171,171_CALLE ALFONSO LASO DE LA VEGA,CALLE ALFONSO LASO DE LA VEGA - Aprox. Parroco Antonio González,37.3661463933737,-5.97487013519981,19,19
31,59,059_AVENIDA DE LA PALMERA,AVENIDA DE LA PALMERA - Aprox. Avenida del Líbano,37.3712384084245,-5.98921018846153,18,18
32,194,194_CALLE PARQUE DE DOÑANA,CALLE PARQUE DE DOÑANA - Aprox. Calle Corral de los Olmos,37.4187326038245,-5.97319415962488,20,20
33,186,186_CALLE ORFEBRE DOMINGUEZ VÁZQUEZ,CALLE ORFEBRE DOMINGUEZ VÁZQUEZ - Aprox. C/ Pino Montano,37.4086045634395,-5.97316115369603,20,20
34,100,100_PASEO CATALINA RIBERA,PASEO CATALINA RIBERA - Aprox. C/ San Fernando,37.3815161483337,-5.98899864813969,20,20
35,132,132_CALLE PAEZ DE RIVERA,CALLE PAEZ DE RIVERA - Aprox. Paseo de la Palmera,37.3636193796288,-5.98478516852571,20,20
36,202,202_AVENIDA MUJER TRABAJADORA,AVENIDA MUJER TRABAJADORA - Aprox. Avda Miraflores,37.411466577192,-5.96676313290727,20,20
37,143,143_CALLE RAMON DE CARRANZA,CALLE RAMON DE CARRANZA - Aprox. C/ Virgen de la Oliva,37.3717244051805,-6.00331223823691,18,18
38,46,046_PLAZA DEL PELICANO,PLAZA DEL PELICANO - Aprox. C/ Enladrilladas,37.3975935155907,-5.9838731849345,16,16
39,255,255_PERO MINGO,Esquina rotanda Torreblanca,37.3856593086086,-5.91345179088947,30,30
40,119,119_AVENIDA DE CHILE,AVENIDA DE CHILE - Aprox. Costurero de la Reina,37.377404432033,-5.99196520169099,20,20
41,33,033_CALLE LEÓN XIII,CALLE LEÓN XIII - Aprox. C/ Antonio Pantión,37.4014605310892,-5.98369018651656,15,15
42,200,200_CAMINO DE LOS TOROS,CAMINO DE LOS TOROS - Aprox. C/ Mediterráneo,37.4189136081837,-5.96321712475144,20,20
43,249,249_CALLE NAVARRA,CALLE NAVARRA - Aprox. C/ Cataluña,37.4247584317402,-5.98482367336093,15,15
44,188,188_AVENIDA HYTASA,AVENIDA HYTASA - Aprox. C/ Romeral,37.3725604236122,-5.96336209844718,20,20
45,21,021_CALLE MANUEL VILLALOBOS,CALLE MANUEL VILLALOBOS - Aprox. C/ Madre San Marcelo,37.4054735478923,-5.98152718123615,20,20
46,38,038_CALLE DE INCA GARCILASO,CALLE DE INCA GARCILASO - Aprox. C/ Juan Antonio de Vizarrón,37.3920814836453,-6.01105127713079,40,40
47,203,203_CALLE TESALÓNICA,CALLE TESALÓNICA - Calle Mazzantini,37.3960935188026,-5.95876409601682,20,20
48,12,012_PLAZA DUQUESA DE ALBA,PLAZA DUQUESA DE ALBA - Puente de la Barqueta,37.4038695366056,-5.99490422724963,30,30
49,241,241_PLAZA NUEVA,PLAZA NUEVA - Aprox. C/ Mendez Núñez,37.3888154432826,-5.99586378805256,20,20
50,60,060_PLAZA DE LA CONCORDIA,PLAZA DE LA CONCORDIA - Aprox. C/ Teniente Borges,37.393957496312,-5.99689922854279,19,19
51,208,208_AVENIDA DE GRECIA,AAVENIDA DE GRECIA - Aprox. Avda de Italia,37.3506563280755,-5.98419015892254,15,15
52,168,168_AVENIDA RAMÓN Y CAJAL,AVENIDA RAMÓN Y CAJAL - Aprox. Avda de la Ciudad Jardín,37.3750574316624,-5.96749211447613,18,18
53,206,206_AVENIDA KANSAS CITY,AVENIDA KANSAS CITY - Aprox. C/ Macedonia,37.4029635484276,-5.95821109780644,15,15
54,66,066_CALLE ARROYO,CALLE ARROYO - Aprox. Avda. José Laguillo,37.3936255004888,-5.98186917562097,20,20
55,61,061_PLAZA DEL MUSEO,PLAZA DEL MUSEO - Aprox. C/ Alfonso XII,37.3928134908504,-5.99934423646437,20,20
56,41,041_PLAZA CALDERÓN DE LA BARCA,PLAZA CALDERÓN DE LA BARCA - Aprox. C/ Amargura,37.3995825209116,-5.99102921118183,15,15
57,58,058_CALLE REGINA,CALLE REGINA - Aprox. Pza de la Encarnación,37.3943672227796,-5.99154499304024,19,19
58,118,118_PLAZA DE CUBA,PLAZA DE CUBA - Aprox. Puente de San Telmo,37.3797914162922,-5.99710779642442,20,20
59,67,067_CALLE LEONARDO DA VINCI,CALLE LEONARDO DA VINCI - Aprox. C/ Albert Einstein,37.4041625332505,-6.00730227091074,20,20
60,207,207_CALLE IFNI,CALLE IFNI - Aprox. Avda de Holanda,37.3550163461624,-5.98237015506518,20,20
61,102,102_CALLE JUAN DE MATA CARRIAZO,CALLE JUAN DE MATA CARRIAZO - Aprox. antigua estación San Bernardo,37.38273945636,-5.98372017583988,20,20
62,14,014_AVENIDA SANCHEZ PIZJUAN,AVENIDA SANCHEZ PIZJUAN - Facultad de Medicina,37.4064737057759,-5.98911873908845,40,40
63,232,232_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. Pza de la Acogida,37.4039395587675,-5.93973903343879,15,15
64,167,167_GLORIETA BIZCO AMATE,GLORIETA BIZCO AMATE - Aprox. Avda Ramón y Cajal,37.3733496683224,-5.96493361320333,20,20
65,253,253_HOSPITAL VALME,HOPITAL VALME.-Esquina Carretera Bellasvistas,37.32041786039,-5.96902252657327,30,30
66,79,079_PLAZA DE LAS MERCEDARIAS,PLAZA DE LAS MERCEDARIAS - Aprox. C/ Ibarra,37.3883264774941,-5.98690419023187,10,10
67,227,227_AVENIDA ALCALDE LUIS URUÑUELA,AVENIDA ALCALDE LUIS URUÑUELA - Aprox. C/ Carlinga,37.39075351416,-5.91963595581283,12,12
68,90,090_CALLE ROMA,CALLE ROMA - Aprox. C/ Palos de la Frontera,37.3811984466081,-5.99352820936488,20,20
69,224,224_AVENIDA DE LAS CIENCIAS,AVENIDA DE LAS CIENCIAS - Aprox. C/ de Ulises,37.3970135394672,-5.92375697413651,15,15
70,117,117_AVDA ESPERANZA DE TRIANA,AVDA ESPERANZA DE TRIANA - Aprox. Avda Republica Argentina,37.3778064297288,-6.0026132392931,14,14
71,123,123_ESTADIO OLIMPICO,ESTADIO OLIMPICO,37.4158505800638,-6.005474271334,20,20
72,258,258_ESTACA DE VARES,Esquina Calle Creus,37.383696485513,-5.9148199348556,17,17
73,142,142_CALLE RAMON DE CARRANZA,CALLE RAMON DE CARRANZA - Aprox. C/ Asunción,37.3716514071311,-5.9972122167834,18,18
74,51,051_AVENIDA TORNEO,AVENIDA TORNEO - Aprox. C/ Luis Rey Romero,37.3955195005648,-6.0023212484675,20,20
75,251,251_AVDA. CRUZ CAMPO,Esquina con Alejandro Collantes,37.3843494245712,-5.96537836524748,15,15
76,43,043_RONDA CAPUCHINOS,RONDA CAPUCHINOS - Aprox. C/ Maestro Quiroga,37.3991560874354,-5.9827366300255,15,15
77,237,237_CIUDAD DE CHIVA,CIUDAD DE CHIVA - Aprox. C/ Ildefonso Marañon,37.4093345857277,-5.92325497977083,15,15
78,11,011_ALBERTO JIMÉNEZ BECERRIL,Avda Alberto Jiménez Becerril - Antes Calle Maimonides,37.4071428838914,-5.99259029973418,20,20
79,196,196_CALLE ESTRELLA CANOPUS,CALLE ESTRELLA CANOPUS - Aprox. C/ estrella Betelgeuse,37.4247016287549,-5.97010115220206,20,20
80,62,062_PLAZA DE ARMAS,PLAZA DE ARMAS - Avda Torneo (estación de autobuses),37.3910614824627,-6.00315024881314,39,39
81,216,216_CALLE ANTIOQUIA,CALLE ANTIOQUIA - Aprox. Avda de Pedro Romero,37.3999375308373,-5.95628508908707,15,15
82,48,048_CALLE CHURRUCA,CALLE CHURRUCA - Aprox. C/ Gonzáles Cuadrado,37.3971565112153,-5.99106620991683,15,15
83,248,248_GLORIETA DE LOS FERROVIARIOS,GLORIETA DE LOS FERROVIARIOS - Aprox. C/ Navarra,37.4219030236939,-5.9830042880857,15,15
84,80,080_CALLE LUIS MONTOTO,CALLE LUIS MONTOTO - Aprox. C/ Alberto Duero,37.3876274768589,-5.98102716921146,20,20
85,184,184_AVENIDA ALCALDE MANUEL DEL VALLE,AVENIDA ALCALDE MANUEL DEL VALLE - Aprox. C/ San Juan de la Salle,37.4085245640951,-5.97049314429485,20,20
86,133,133_AVENIDA SANTA FE,AVENIDA SANTA FE - Aprox. C/ Virgen de la Oliva,37.3740394141016,-6.00419824268336,20,20
87,187,187_CALLE DOCTOR LAFFON,CALLE DOCTOR LAFFON - Aprox. C/ Efeso,37.3954005141029,-5.96404311412632,20,20
88,165,165_AVENIDA DE ANDALUCIA,AVENIDA DE ANDALUCIA - Aprox. Centro Comercial Los Arcos,37.3876454842981,-5.96095309881845,20,20
89,149,149_CALLE ARROYO,CALLE ARROYO - Aprox. C/ Tena,37.397829929383,-5.97567172039552,20,20
90,259,259_OCHO DE MARZO,Esquina Calle Aguila Perdicera,37.3673184056251,-5.95411706309083,30,30
91,250,250_CALLE DE SALVADOR ALLENDE,CALLE DE SALVADOR ALLENDE - Aprox. C/ de Marruecos,37.421879,-5.985663,15,15
92,106,106_AVENIDA EDUARDO DATO,AVENIDA EDUARDO DATO - Aprox. C/ Oscar Carvallo,37.3837974628835,-5.97745415446856,15,15
93,22,022_AVENIDA DE LLANES,AVENIDA DE LLANES - Aprox. Avda de Miraflores,37.4051295489667,-5.97483115755776,20,20
94,97,097_PASEO DE CRISTÓBAL COLÓN,PASEO DE CRISTÓBAL COLÓN - Aprox. Torre del Oro,37.381535447211,-5.99555221666194,20,20
